0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
0.0003 0.0011 0.0 0.0 8.2098 73.3383 0.0101 0.0 0.0011 111.4 36.4323 138.0 0.0 -0.6196 -1.6322 138.0 62.0 117.1495 1.0
0.0111 0.028 0.0014 0.0015 3.8267 15.116 0.1569 0.0001 0.03 1190.15 489.1545 1476.0 0.0 -1.2341 -0.302 1476.0 222.0 1285.8213 0.0
0.0004 0.0009 0.0001 0.0002 2.0481 2.36 0.0026 0.0 0.001 100.45 38.7265 100.0 56.3388 0.014 -1.997 153.0 62.0 107.5869 1.0
0.0002 0.0002 0.0001 0.0001 2.4499 5.2322 0.001 0.0 0.0003 86.32 35.6308 62.0 0.0 0.7602 -1.4362 138.0 62.0 93.3167 1.0
0.0003 0.0007 0.0001 0.0001 2.9629 7.3385 0.0031 0.0 0.0008 87.82 38.0344 62.0 0.0 0.7958 -1.3265 153.0 62.0 95.6269 1.0
0.0001 0.0002 0.0 0.0 1.6529 1.2011 0.0008 0.0 0.0003 116.72 34.2958 138.0 0.0 -0.9653 -1.0787 138.0 62.0 121.6059 1.0
0.0006 0.001 0.0002 0.0001 1.8057 1.326 0.0029 0.0 0.0011 81.0 33.0748 62.0 0.0 1.1374 -0.7131 138.0 62.0 87.43 1.0
0.0002 0.001 0.0 0.0 9.0841 84.9522 0.01 0.0 0.001 110.44 38.2861 138.0 0.0 -0.458 -1.764 150.0 62.0 116.8253 1.0
0.0003 0.001 0.0 0.0 8.062 71.4478 0.01 0.0 0.0011 117.48 33.9109 138.0 0.0 -1.0206 -0.9677 138.0 62.0 122.2293 1.0
0.002 0.0045 0.0008 0.0002 5.7217 37.617 0.0371 0.0 0.0049 1476.27 345.2916 1596.0 0.0 -2.9652 7.047 1596.0 291.0 1515.72 0.0
0.0002 0.0003 0.0001 0.0001 2.6081 5.8114 0.0012 0.0 0.0003 89.36 36.6638 62.0 0.0 0.5746 -1.6864 138.0 62.0 96.5194 1.0
0.0029 0.0103 0.0003 0.0001 6.1673 42.0617 0.0858 0.0001 0.0107 1403.32 289.5063 1476.0 0.0 -3.666 11.5975 1476.0 222.0 1432.5791 0.0
0.0001 0.0002 0.0 0.0 1.7006 1.6025 0.0008 0.0 0.0003 108.36 37.2557 138.0 0.0 -0.4443 -1.8205 138.0 62.0 114.5251 1.0
0.0862 0.1938 0.0004 0.0004 2.0767 2.8311 0.645 0.0001 0.2112 695.65 628.4048 316.0 71.1648 0.8962 -1.1897 1676.0 268.0 935.3463 0.0
0.0003 0.001 0.0001 0.0001 8.4595 76.4641 0.0099 0.0 0.001 104.39 39.5375 138.0 22.239 -0.1232 -1.9515 153.0 62.0 111.5565 1.0
0.0049 0.0168 0.0005 0.0005 7.6812 65.4297 0.1578 0.0001 0.0174 1337.28 426.3208 1596.0 0.0 -1.3691 0.5034 1596.0 222.0 1402.9432 0.0
0.0002 0.0004 0.0 0.0 1.8507 1.6132 0.0012 0.0 0.0004 121.28 31.6413 138.0 0.0 -1.3316 -0.2288 138.0 62.0 125.2996 1.0
0.0016 0.0026 0.0008 0.0002 4.1363 17.9037 0.017 0.0 0.003 1498.76 293.3788 1596.0 0.0 -3.4036 10.2143 1596.0 345.0 1526.9224 0.0
0.0003 0.001 0.0 0.0 8.4117 75.912 0.0102 0.0 0.0011 105.32 37.8153 138.0 0.0 -0.2786 -1.9415 138.0 62.0 111.8392 1.0
0.0001 0.0001 0.0001 0.0 1.7811 3.4437 0.0004 0.0001 0.0001 67.64 1.4321 68.0 0.0 -3.65 11.4374 68.0 62.0 67.655 1.0
0.0026 0.0132 0.0003 0.0 9.0521 84.1525 0.1296 0.0003 0.0133 1427.3 239.8995 1476.0 0.0 -4.632 19.6765 1476.0 222.0 1447.1218 0.0
0.0177 0.0236 0.0186 0.0087 2.5824 6.8395 0.1108 0.0001 0.0294 247.98 2.7924 248.0 0.0 -7.8744 72.1845 252.0 222.0 247.9956 0.0
0.0002 0.0005 0.0001 0.0 9.5805 91.4717 0.0056 0.0001 0.0006 68.7 7.0 68.0 0.0 9.702 93.0597 138.0 68.0 69.0522 1.0
0.0067 0.0382 0.0008 0.0001 6.8437 45.7621 0.2971 0.0002 0.0386 1611.68 291.3278 1676.0 0.0 -4.3759 17.6753 1676.0 222.0 1637.5395 0.0
0.0014 0.0015 0.0008 0.0002 3.0675 11.582 0.01 0.0002 0.0021 1479.45 305.2293 1596.0 0.0 -2.7175 5.9362 1596.0 442.0 1510.2998 0.0
0.0052 0.0317 0.0005 0.0003 9.196 86.03 0.3131 0.0001 0.032 1177.19 640.3015 1676.0 0.0 -0.6416 -1.4551 1676.0 222.0 1338.53 0.0
0.0002 0.0003 0.0001 0.0001 1.8388 1.8259 0.0011 0.0 0.0004 106.08 37.6994 138.0 0.0 -0.3193 -1.9169 138.0 62.0 112.5167 1.0
0.0006 0.001 0.0001 0.0001 1.8145 1.3479 0.0029 0.0 0.0011 81.76 33.5041 62.0 0.0 1.0779 -0.8462 138.0 62.0 88.295 1.0
0.0002 0.0003 0.0001 0.0002 2.6596 6.4406 0.001 0.0 0.0003 91.64 37.2557 62.0 0.0 0.4443 -1.8205 138.0 62.0 98.8534 1.0
0.0011 0.0036 0.0004 0.0 5.6912 33.5324 0.0273 0.0003 0.0037 1428.22 225.4622 1476.0 0.0 -4.7364 21.0522 1476.0 222.0 1445.7307 0.0
0.0002 0.0004 0.0 0.0 1.6921 1.1283 0.0011 0.0 0.0004 119.12 36.1929 138.0 0.0 -0.8899 -1.0986 153.0 62.0 124.4444 1.0
0.0001 0.0002 0.0001 0.0001 1.4302 0.7558 0.0006 0.0 0.0002 109.85 39.5904 138.0 22.239 -0.3502 -1.8198 153.0 62.0 116.6994 1.0
0.0126 0.0543 0.0005 0.0001 4.8777 25.1244 0.3867 0.0003 0.0554 1556.81 263.8665 1676.0 0.0 -3.7132 15.5962 1676.0 222.0 1578.7928 0.0
0.1993 0.4057 0.0017 0.0023 1.5797 0.6238 1.2911 0.0001 0.4502 260.24 1.3716 260.0 0.0 5.4279 27.7401 268.0 260.0 260.2436 0.0
0.0099 0.0361 0.0005 0.0006 5.4638 31.3123 0.2525 0.0001 0.0373 582.98 486.8155 228.0 8.8956 1.2872 0.4857 1676.0 222.0 757.948 0.0
