0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
0.0105 0.0084 0.0091 0.0093 0.6124 2.3251 0.0309 0.0 0.0135 139.88 42.2459 168.0 19.2738 -0.4109 1.2327 187.0 76.0 146.0592 1.0
2.077 11.8315 0.0061 0.008 6.8534 48.2514 98.004 0.0001 11.954 864.62 675.783 358.0 192.738 0.3372 -1.8709 1676.0 222.0 1095.3007 0.0
0.0027 0.0058 0.0002 0.0003 2.3123 7.0579 0.0222 0.0 0.0064 845.66 743.9567 685.0 902.9034 0.0225 1.0461 1610.0 76.0 1123.8673 1.0
0.0137 0.0285 0.0019 0.0028 3.0507 11.5131 0.1196 0.0 0.0315 126.5 40.8071 88.0 2.9652 0.0868 1.0202 183.0 86.0 132.8564 1.0
0.0029 0.0074 0.0002 0.0003 2.7538 9.1084 0.0311 0.0 0.008 942.74 699.7527 1430.0 213.4944 -0.3859 1.195 1582.0 76.0 1171.971 1.0
0.003 0.0086 0.0002 0.0003 4.4067 24.9035 0.0566 0.0 0.009 922.14 680.9705 1368.0 340.998 -0.3782 1.2147 1610.0 76.0 1144.3014 1.0
0.0117 0.01 0.0094 0.0127 0.6037 2.8229 0.0468 0.0 0.0154 120.94 40.1876 88.0 0.0 0.3704 1.1546 183.0 76.0 127.3789 1.0
0.004 0.0183 0.0 0.0 6.3746 43.5206 0.1328 0.0 0.0187 979.22 630.4441 1386.0 243.1464 -0.645 1.5425 1602.0 76.0 1162.9088 1.0
0.0034 0.0086 0.0001 0.0002 3.6893 19.0789 0.0556 0.0 0.0092 957.78 690.4692 1478.0 77.0952 -0.4553 1.2485 1598.0 76.0 1178.6954 1.0
0.0036 0.018 0.0 0.0 6.4732 44.3973 0.1288 0.0 0.0183 1089.39 607.891 1436.0 157.1556 -0.9831 2.0747 1594.0 76.0 1246.0364 1.0
0.0134 0.0279 0.0019 0.0029 3.2043 12.3329 0.1196 0.0 0.0308 125.74 40.8252 88.0 2.9652 0.1291 1.0332 184.0 86.0 132.1385 1.0
0.0082 0.0402 0.001 0.0 5.61 30.5579 0.2618 0.0002 0.0409 1265.52 419.4476 1448.0 0.0 -1.8287 1.3617 1448.0 264.0 1332.5606 0.0
0.0023 0.0057 0.0002 0.0003 2.774 9.5263 0.0251 0.0 0.0061 830.61 717.8423 774.0 1034.8548 0.0395 1.1263 1610.0 76.0 1095.4714 1.0
0.0036 0.0056 0.0006 0.0003 2.7621 11.1438 0.0368 0.0003 0.0066 469.06 49.1567 474.0 0.0 1.4692 9.4825 681.0 355.0 471.6031 0.0
0.0037 0.007 0.0002 0.0003 1.9857 6.0507 0.0294 0.0 0.0079 808.97 615.3269 1202.0 367.6848 -0.2845 1.1762 1494.0 76.0 1014.5311 1.0
0.7582 1.8245 0.0823 0.1217 3.1881 9.7789 9.4892 0.0001 1.9673 703.62 513.9055 352.0 83.0256 0.7997 -1.2026 1536.0 222.0 869.7925 0.0
0.0031 0.0106 0.0001 0.0001 4.5866 25.1686 0.067 0.0 0.011 957.88 611.4076 1334.0 83.0256 -0.6778 1.5686 1574.0 76.0 1134.7313 1.0
0.0029 0.0062 0.0003 0.0004 2.2207 6.5898 0.0253 0.0 0.0068 877.9 735.4058 1006.5 894.7491 -0.0999 1.0926 1610.0 76.0 1142.8569 1.0
0.0037 0.0105 0.0002 0.0003 3.7239 17.0287 0.0588 0.0 0.0111 864.98 635.4649 1326.0 189.7728 -0.3864 1.2086 1534.0 76.0 1071.4326 1.0
0.0061 0.008 0.0007 0.001 0.9851 2.4539 0.0237 0.0 0.01 121.33 56.6025 88.0 17.7912 0.8296 1.8882 224.0 76.0 133.7639 1.0
0.6232 2.7143 0.0011 0.0011 5.9748 40.2509 22.257 0.0002 2.7717 996.56 603.7472 1536.0 0.0 -0.2264 -1.9531 1536.0 280.0 1163.614 0.0
0.0022 0.0051 0.0004 0.0002 6.1522 46.2255 0.045 0.0001 0.0056 1429.17 232.222 1476.0 0.0 -4.7206 20.743 1476.0 222.0 1447.7274 0.0
0.0013 0.004 0.0 0.0 3.5216 15.0733 0.0218 0.0 0.0042 1133.06 683.3735 1610.0 0.0 -0.8207 1.7499 1610.0 76.0 1321.4213 1.0
0.0109 0.0294 0.0007 0.0008 4.0532 18.1114 0.1853 0.0001 0.0312 901.32 623.2177 673.0 668.6526 0.2061 -1.7625 1676.0 222.0 1094.0265 0.0
0.003 0.0084 0.0004 0.0001 4.8395 24.2209 0.0569 0.0002 0.0089 1418.75 253.5475 1476.0 0.0 -4.3101 17.1145 1476.0 222.0 1441.0049 0.0
0.0178 0.0335 0.0045 0.0066 3.7598 18.7422 0.2403 0.0001 0.0378 952.44 609.633 1476.0 0.0 -0.3082 -1.8998 1476.0 222.0 1129.1934 0.0
0.0086 0.0094 0.0051 0.0067 1.5308 6.057 0.0494 0.0 0.0127 127.09 42.9303 88.0 1.4826 0.1889 1.0751 181.0 86.0 134.0763 1.0
0.0043 0.0194 0.0 0.0001 6.0557 40.294 0.139 0.0 0.0197 1032.93 656.6212 1466.0 115.6428 -0.6975 1.5571 1594.0 76.0 1222.2047 1.0
0.0017 0.0046 0.0 0.0 3.1029 11.3313 0.0212 0.0 0.0049 1094.59 686.8365 1610.0 0.0 -0.7053 1.6142 1610.0 76.0 1290.4085 1.0
0.6431 2.4826 0.0035 0.005 5.3158 32.5753 19.4017 0.0001 2.5525 828.56 670.2518 337.0 166.0512 0.3303 -1.8583 1646.0 222.0 1063.6056 0.0
0.0051 0.0073 0.0009 0.0013 1.2902 3.1134 0.0234 0.0 0.0089 113.07 52.2232 88.0 17.7912 1.2257 2.7005 224.0 76.0 124.438 1.0
0.0026 0.0058 0.0002 0.0003 2.3925 7.3258 0.0228 0.0 0.0064 868.6 724.4587 840.0 1132.7064 -0.0575 1.1039 1610.0 76.0 1128.7418 1.0
0.0053 0.0182 0.001 0.0 4.4326 19.3793 0.1103 0.0002 0.0189 1199.84 435.5811 1448.0 0.0 -1.293 -0.1407 1448.0 288.0 1275.7153 0.0
