0.0045 0.0050 0.0051 0.0046 0.0050 0.0048 0.0046 0.0046 0.0006 0.0008 0.0007 0.0009 0.0895 0.0010 0.0772 0.0738 0.0960 0.0050 0.0047 0.0052 0.0042 0.0038 0.0049 0.0047 0.0045 0.0052 0.0056 0.0043 0.0075 0.0048 0.0045 0.0005 0.0005 0.0479 0.0152 0.0037 0.0008 0.0015 0.0140 0.0023 0.0014 0.0556 0.1313 0.6079 0.0033 0.0012 0.1953 0.0070 0.0310 0.0127 0.3621 8.6434 0.0138 0.0065 0.0161 0.0012 0.0204 0.0050 0.0050 0.0012 0.0016 0.1853 0.0042 0.0245 1.4021 0.0018
0.0032 0.0033 0.0034 0.0044 0.0031 0.0033 0.0030 0.0029 0.0008 0.0013 0.0014 0.0014 0.0959 0.0022 0.1023 0.0985 0.0875 0.0167 0.0043 0.0164 0.0132 0.0049 0.0031 0.0028 0.0032 0.0037 0.0045 0.0032 0.0086 0.0035 0.0035 0.0002 0.0001 0.0737 0.0335 0.0101 0.0010 0.0028 0.0579 0.0032 0.0022 0.2199 0.9168 1.4607 0.0107 0.0012 0.6541 0.0226 0.0671 0.0204 1.3937 55.9763 0.0600 0.0372 0.0356 0.0010 0.0468 0.0108 0.0125 0.0024 0.0041 0.4181 0.0058 0.0616 4.0834 0.0055
0.0040 0.0050 0.0046 0.0039 0.0047 0.0044 0.0045 0.0046 0.0005 0.0005 0.0005 0.0005 0.0516 0.0005 0.0077 0.0069 0.0725 0.0005 0.0044 0.0020 0.0005 0.0021 0.0046 0.0049 0.0044 0.0055 0.0045 0.0035 0.0050 0.0042 0.0036 0.0005 0.0005 0.0023 0.0014 0.0003 0.0005 0.0008 0.0010 0.0009 0.0005 0.0002 0.0005 0.0121 0.0004 0.0003 0.0034 0.0013 0.0021 0.0066 0.0006 0.0017 0.0005 0.0010 0.0017 0.0008 0.0020 0.0002 0.0006 0.0003 0.0003 0.0005 0.0015 0.0008 0.0012 0.0003
0.0042 0.0041 0.0044 0.0042 0.0041 0.0046 0.0037 0.0036 0.0000 0.0000 0.0000 0.0000 0.0763 0.0000 0.0114 0.0102 0.1065 0.0007 0.0042 0.0024 0.0008 0.0027 0.0044 0.0035 0.0038 0.0044 0.0042 0.0038 0.0046 0.0041 0.0039 0.0000 0.0000 0.0031 0.0017 0.0001 0.0001 0.0003 0.0004 0.0008 0.0002 0.0002 0.0006 0.0177 0.0001 0.0000 0.0046 0.0000 0.0001 0.0046 0.0006 0.0023 0.0003 0.0001 0.0022 0.0002 0.0024 0.0001 0.0004 0.0001 0.0001 0.0004 0.0020 0.0001 0.0016 0.0000
0.2810 0.2341 0.3499 2.8511 0.1473 0.1561 0.3275 0.1193 9.6677 6.4694 9.6711 3.7626 0.5940 4.4416 0.9862 0.9142 0.5744 6.2024 3.4019 6.4455 7.3155 3.9857 0.0556 -0.1284 0.8075 0.4159 1.4025 0.6271 2.8926 0.6775 0.5447 3.6473 -0.5555 1.5943 3.1669 4.4269 4.6385 4.7882 5.2545 2.5518 3.5923 3.9707 8.9172 3.6858 4.0226 0.7956 5.1071 3.7893 3.0973 2.9288 6.3218 7.4703 7.5456 6.6627 4.7746 2.4939 4.5458 2.0949 3.3630 4.4088 6.0099 2.9762 1.9910 2.2693 4.2121 5.3542
1.6709 2.5351 2.3156 18.5605 2.0541 1.7384 2.2759 1.7975 95.6990 48.4499 95.5984 17.0814 1.9694 22.3477 2.4835 2.1372 2.1344 41.7226 24.6505 44.2792 62.4937 28.0789 2.0090 1.8488 4.4582 2.7205 5.7048 3.0588 12.9713 3.4389 2.2824 25.7958 17.5054 1.6022 11.1794 22.3467 27.1770 23.8046 29.4766 7.2965 15.0293 14.1854 81.9531 15.9128 16.8328 -1.0886 29.8307 12.8498 11.2931 8.6046 46.4173 59.7978 63.6347 43.2658 29.8850 7.1727 26.0338 3.0428 11.4861 21.8093 39.7584 9.8474 4.0531 3.3545 22.0667 32.8013
0.0109 0.0156 0.0142 0.0333 0.0129 0.0127 0.0135 0.0103 0.0081 0.0118 0.0147 0.0089 0.3283 0.0133 0.3098 0.2982 0.3098 0.1173 0.0348 0.1185 0.1207 0.0394 0.0132 0.0100 0.0177 0.0156 0.0230 0.0160 0.0540 0.0168 0.0145 0.0017 0.0010 0.3014 0.2034 0.0708 0.0079 0.0192 0.4254 0.0169 0.0133 1.0488 8.9294 9.6556 0.0686 0.0037 4.9804 0.1095 0.4107 0.1125 11.9567 503.4926 0.5547 0.2723 0.2827 0.0060 0.3559 0.0454 0.0674 0.0157 0.0332 2.3786 0.0281 0.2288 29.5930 0.0430
0.0001 0.0000 0.0001 0.0000 0.0002 0.0000 0.0000 0.0000 0.0003 0.0004 0.0004 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0002 0.0002 0.0002 0.0001 0.0001 0.0001 0.0004 0.0002 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0003 0.0001 0.0003 0.0006 0.0002 0.0001 0.0001 0.0002 0.0002 0.0001 0.0000 0.0001 0.0002 0.0001 0.0001 0.0001 0.0001 0.0001 0.0002 0.0001 0.0001
0.0055 0.0060 0.0061 0.0064 0.0059 0.0058 0.0055 0.0054 0.0010 0.0016 0.0016 0.0017 0.1309 0.0024 0.1278 0.1227 0.1296 0.0174 0.0064 0.0171 0.0138 0.0062 0.0058 0.0054 0.0055 0.0064 0.0072 0.0054 0.0114 0.0059 0.0057 0.0006 0.0005 0.0876 0.0367 0.0107 0.0012 0.0032 0.0593 0.0039 0.0026 0.2258 0.9216 1.5754 0.0112 0.0017 0.6795 0.0236 0.0736 0.0240 1.4332 56.3624 0.0612 0.0375 0.0389 0.0016 0.0509 0.0118 0.0134 0.0027 0.0044 0.4555 0.0072 0.0660 4.2981 0.0057
105.0700 104.5000 105.7800 103.9300 112.7200 124.6000 110.3000 107.0600 87.5800 86.3900 86.7900 87.9500 135.2900 85.1000 130.1900 115.8800 129.4800 123.0300 105.1200 116.4000 130.2200 112.7200 103.3600 109.3000 103.3600 104.2000 107.3800 103.9300 107.5800 109.2300 103.3600 86.9400 85.8000 635.6900 1091.4600 1139.8300 1596.4800 1484.1200 1298.0800 1581.5700 1617.9600 794.3700 349.8400 565.7400 1303.7800 1654.5600 848.4900 1266.8800 1500.2400 440.4500 1055.5600 262.8000 1628.7600 1154.0800 1194.9800 1489.6200 1247.9700 565.7400 1082.6400 1402.1000 1417.3900 1228.5300 1261.5700 1526.6500 967.2600 1400.8200
28.6378 28.6436 30.5593 28.6378 39.7716 53.8618 35.9209 32.3106 11.1157 8.1809 7.9000 10.5719 37.0264 2.8762 39.4540 37.9421 35.8897 30.6263 32.5338 33.7992 27.4861 37.7499 28.6207 35.0528 28.6207 29.7749 31.5290 28.6378 37.7022 34.2321 28.6207 6.6131 1.4071 596.4499 514.3440 545.5908 276.6864 256.8812 381.3980 333.8751 285.7698 667.8629 290.5670 525.3503 391.9265 105.5633 620.9229 415.3585 342.6199 182.6432 562.5985 54.1032 228.9157 496.9110 535.5857 345.3023 447.7229 1.2997 554.2953 294.2088 257.9605 457.8284 597.9640 320.4126 686.5194 299.0706
